1	括異記	97.67
1	元和郡國志	97.67
1	爾雅註疏	97.68
1	决事比	97.68
1	平攘錄	97.68
1	漢武外傳	97.68
1	炮炙	97.68
1	隋圖經	97.69
1	訓詁傳	97.69
1	越南志	97.69
1	詔書別錄	97.69
1	龍城錄	97.70
1	女紅餘志	97.70
1	度地論	97.70
1	書釋文	97.70
1	正韻牋補	97.70
1	蹵鞠	97.71
1	外國志	97.71
1	遜齋閒覽	97.71
1	蜀錦譜	97.71
1	缾史月表	97.71
1	荔枝譜	97.72
1	菊譜	97.72
1	席上腐談	97.72
1	索隱註	97.72
1	通考	97.72
1	雲麓漫抄	97.73
1	禮部韻	97.73
1	孝經鉤命訣	97.73
1	致虛閣雜俎	97.73
1	窮神祕苑	97.73
1	石經註	97.74
1	經說	97.74
1	松陵集	97.74
1	書名	97.74
1	明經	97.75
1	微子	97.75
1	望氣經	97.75
1	字林撮要	97.75
1	緯書	97.75
1	海潮論	97.76
1	國語注) --"/>：吳松江、錢塘江、浦陽江。郭璞《山海經註	97.76
1	墐戸錄	97.76
1	刋謬正俗	97.76
1	遁甲圖	97.76
1	荆溪疏	97.77
1	避暑錄	97.77
1	前漢志	97.77
1	一綂志	97.77
1	地理風俗記	97.77
1	正誤	97.78
1	三㕲嗽	97.78
1	郡縣釋名	97.78
1	左傳正義	97.78
1	尚書日記	97.78
1	鄴中記	97.79
1	俗字背篇	97.79
1	漢陽圖經	97.79
1	桂海草木記	97.79
1	佛說四十二章經	97.79
1	三餘贅筆	97.80
1	曲禮釋文	97.80
1	小學紺珠	97.80
1	雞肋	97.80
1	乾&kxr-00634;子	97.81
1	昨夢錄	97.81
1	六朝詩話	97.81
1	大智論	97.81
1	陝西通志	97.81
1	春渚記聞	97.82
1	倦游錄	97.82
1	苑類	97.82
1	鼓吹	97.82
1	諸蕃風俗	97.82
1	日本寄語	97.83
1	使高麗錄	97.83
